case	rows	batch	fanout	engine	repetition	state	source	metric	value	unit	unavailable_reason
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	arm	sqlite-plugin-delta		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	maintenance	sqlite-plugin-delta		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	run_kind	measured		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	repetition	3		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	profile	circuits		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	budget	constrained		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	stage	distinct		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	circuit	distinct		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	rows	400		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	batch_size	10		
distinct	400	10	10	sqlite-ivm	3	cycle_break	receipt	fanout	10		
distinct	400	10	10	dd	3	initial	receipt	affected_rows	414		
distinct	400	10	10	dd	3	initial	receipt	checksum	68cede48496836a76118ab2433e34a969ebb71227831419dc6074a9ae4ffe170		
distinct	400	10	10	dd	3	initial	receipt	epoch	2		
distinct	400	10	10	dd	3	initial	receipt	event	mutation		
distinct	400	10	10	dd	3	initial	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	initial	receipt	input_hash	7df37ee2bf30af72f0d446e28809396f3292f1fa3be15674300a24274885b219		
distinct	400	10	10	dd	3	initial	receipt	output_bytes	2010		
distinct	400	10	10	dd	3	initial	receipt	output_rows	280		
distinct	400	10	10	dd	3	initial	receipt	query_compute_ms	0.004084		
distinct	400	10	10	dd	3	initial	receipt	state	initial		
distinct	400	10	10	dd	3	initial	receipt	status	ok		
distinct	400	10	10	dd	3	initial	receipt	update_plus_query_ms	0.28370899999999993		
distinct	400	10	10	dd	3	initial	receipt	update_transaction_ms	0.27962499999999996		
distinct	400	10	10	dd	3	initial	receipt	arm	native-dd		
distinct	400	10	10	dd	3	initial	receipt	maintenance	dd		
distinct	400	10	10	dd	3	initial	receipt	run_kind	measured		
distinct	400	10	10	dd	3	initial	receipt	repetition	3		
distinct	400	10	10	dd	3	initial	receipt	profile	circuits		
distinct	400	10	10	dd	3	initial	receipt	budget	constrained		
distinct	400	10	10	dd	3	initial	receipt	stage	distinct		
distinct	400	10	10	dd	3	initial	receipt	circuit	distinct		
distinct	400	10	10	dd	3	initial	receipt	rows	400		
distinct	400	10	10	dd	3	initial	receipt	batch_size	10		
distinct	400	10	10	dd	3	initial	receipt	fanout	10		
distinct	400	10	10	dd	3	duplicate_support	receipt	affected_rows	1		
distinct	400	10	10	dd	3	duplicate_support	receipt	checksum	68cede48496836a76118ab2433e34a969ebb71227831419dc6074a9ae4ffe170		
distinct	400	10	10	dd	3	duplicate_support	receipt	epoch	3		
distinct	400	10	10	dd	3	duplicate_support	receipt	event	mutation		
distinct	400	10	10	dd	3	duplicate_support	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	duplicate_support	receipt	input_hash	8e046fe80cd28b971886f928628610ea7cf24eb58c823192deafb5892e2fee1b		
distinct	400	10	10	dd	3	duplicate_support	receipt	output_bytes	2010		
distinct	400	10	10	dd	3	duplicate_support	receipt	output_rows	280		
distinct	400	10	10	dd	3	duplicate_support	receipt	query_compute_ms	0.003917		
distinct	400	10	10	dd	3	duplicate_support	receipt	state	duplicate_support		
distinct	400	10	10	dd	3	duplicate_support	receipt	status	ok		
distinct	400	10	10	dd	3	duplicate_support	receipt	update_plus_query_ms	0.029792		
distinct	400	10	10	dd	3	duplicate_support	receipt	update_transaction_ms	0.025875		
distinct	400	10	10	dd	3	duplicate_support	receipt	arm	native-dd		
distinct	400	10	10	dd	3	duplicate_support	receipt	maintenance	dd		
distinct	400	10	10	dd	3	duplicate_support	receipt	run_kind	measured		
distinct	400	10	10	dd	3	duplicate_support	receipt	repetition	3		
distinct	400	10	10	dd	3	duplicate_support	receipt	profile	circuits		
distinct	400	10	10	dd	3	duplicate_support	receipt	budget	constrained		
distinct	400	10	10	dd	3	duplicate_support	receipt	stage	distinct		
distinct	400	10	10	dd	3	duplicate_support	receipt	circuit	distinct		
distinct	400	10	10	dd	3	duplicate_support	receipt	rows	400		
distinct	400	10	10	dd	3	duplicate_support	receipt	batch_size	10		
distinct	400	10	10	dd	3	duplicate_support	receipt	fanout	10		
distinct	400	10	10	dd	3	retract_one_support	receipt	affected_rows	1		
distinct	400	10	10	dd	3	retract_one_support	receipt	checksum	68cede48496836a76118ab2433e34a969ebb71227831419dc6074a9ae4ffe170		
distinct	400	10	10	dd	3	retract_one_support	receipt	epoch	4		
distinct	400	10	10	dd	3	retract_one_support	receipt	event	mutation		
distinct	400	10	10	dd	3	retract_one_support	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	retract_one_support	receipt	input_hash	b8879bb762b52642cab455cc4ec113dfb480fd5d4a6f8b9e6c4a729824754b48		
distinct	400	10	10	dd	3	retract_one_support	receipt	output_bytes	2010		
distinct	400	10	10	dd	3	retract_one_support	receipt	output_rows	280		
distinct	400	10	10	dd	3	retract_one_support	receipt	query_compute_ms	0.003958		
distinct	400	10	10	dd	3	retract_one_support	receipt	state	retract_one_support		
distinct	400	10	10	dd	3	retract_one_support	receipt	status	ok		
distinct	400	10	10	dd	3	retract_one_support	receipt	update_plus_query_ms	0.034748999999999995		
distinct	400	10	10	dd	3	retract_one_support	receipt	update_transaction_ms	0.030790999999999995		
distinct	400	10	10	dd	3	retract_one_support	receipt	arm	native-dd		
distinct	400	10	10	dd	3	retract_one_support	receipt	maintenance	dd		
distinct	400	10	10	dd	3	retract_one_support	receipt	run_kind	measured		
distinct	400	10	10	dd	3	retract_one_support	receipt	repetition	3		
distinct	400	10	10	dd	3	retract_one_support	receipt	profile	circuits		
distinct	400	10	10	dd	3	retract_one_support	receipt	budget	constrained		
distinct	400	10	10	dd	3	retract_one_support	receipt	stage	distinct		
distinct	400	10	10	dd	3	retract_one_support	receipt	circuit	distinct		
distinct	400	10	10	dd	3	retract_one_support	receipt	rows	400		
distinct	400	10	10	dd	3	retract_one_support	receipt	batch_size	10		
distinct	400	10	10	dd	3	retract_one_support	receipt	fanout	10		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	affected_rows	10		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	checksum	a8e6ac7290dab77aaa1d7894ee384260c028ba155d78c842d71ce34c2fab31f1		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	epoch	5		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	event	mutation		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	input_hash	2c73c03d18790ec54785c1a8f0853df4abafa19216e56f17675cd7be1cefd1ba		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	output_bytes	1985		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	output_rows	276		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	query_compute_ms	0.005625000000000001		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	state	batch_key_value_move		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	status	ok		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	update_plus_query_ms	0.075458		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	update_transaction_ms	0.06983299999999999		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	arm	native-dd		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	maintenance	dd		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	run_kind	measured		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	repetition	3		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	profile	circuits		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	budget	constrained		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	stage	distinct		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	circuit	distinct		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	rows	400		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	batch_size	10		
distinct	400	10	10	dd	3	batch_key_value_move	receipt	fanout	10		
distinct	400	10	10	dd	3	right_support_move	receipt	affected_rows	2		
distinct	400	10	10	dd	3	right_support_move	receipt	checksum	a8e6ac7290dab77aaa1d7894ee384260c028ba155d78c842d71ce34c2fab31f1		
distinct	400	10	10	dd	3	right_support_move	receipt	epoch	6		
distinct	400	10	10	dd	3	right_support_move	receipt	event	mutation		
distinct	400	10	10	dd	3	right_support_move	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	right_support_move	receipt	input_hash	e83a0f118d8dce9d04f78f3fc76ea0f8df1157c96b9beec110ec8ccbb6e66bb1		
distinct	400	10	10	dd	3	right_support_move	receipt	output_bytes	1985		
distinct	400	10	10	dd	3	right_support_move	receipt	output_rows	276		
distinct	400	10	10	dd	3	right_support_move	receipt	query_compute_ms	0.0038330000000000005		
distinct	400	10	10	dd	3	right_support_move	receipt	state	right_support_move		
distinct	400	10	10	dd	3	right_support_move	receipt	status	ok		
distinct	400	10	10	dd	3	right_support_move	receipt	update_plus_query_ms	0.027		
distinct	400	10	10	dd	3	right_support_move	receipt	update_transaction_ms	0.023167		
distinct	400	10	10	dd	3	right_support_move	receipt	arm	native-dd		
distinct	400	10	10	dd	3	right_support_move	receipt	maintenance	dd		
distinct	400	10	10	dd	3	right_support_move	receipt	run_kind	measured		
distinct	400	10	10	dd	3	right_support_move	receipt	repetition	3		
distinct	400	10	10	dd	3	right_support_move	receipt	profile	circuits		
distinct	400	10	10	dd	3	right_support_move	receipt	budget	constrained		
distinct	400	10	10	dd	3	right_support_move	receipt	stage	distinct		
distinct	400	10	10	dd	3	right_support_move	receipt	circuit	distinct		
distinct	400	10	10	dd	3	right_support_move	receipt	rows	400		
distinct	400	10	10	dd	3	right_support_move	receipt	batch_size	10		
distinct	400	10	10	dd	3	right_support_move	receipt	fanout	10		
distinct	400	10	10	dd	3	third_side_move	receipt	affected_rows	1		
distinct	400	10	10	dd	3	third_side_move	receipt	checksum	a8e6ac7290dab77aaa1d7894ee384260c028ba155d78c842d71ce34c2fab31f1		
distinct	400	10	10	dd	3	third_side_move	receipt	epoch	7		
distinct	400	10	10	dd	3	third_side_move	receipt	event	mutation		
distinct	400	10	10	dd	3	third_side_move	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	third_side_move	receipt	input_hash	729f72482dd9fc35be8d31f8ce95ecdbb542e0b852bafd9a09a7876179f94f2b		
distinct	400	10	10	dd	3	third_side_move	receipt	output_bytes	1985		
distinct	400	10	10	dd	3	third_side_move	receipt	output_rows	276		
distinct	400	10	10	dd	3	third_side_move	receipt	query_compute_ms	0.0037500000000000003		
distinct	400	10	10	dd	3	third_side_move	receipt	state	third_side_move		
distinct	400	10	10	dd	3	third_side_move	receipt	status	ok		
distinct	400	10	10	dd	3	third_side_move	receipt	update_plus_query_ms	0.019834		
distinct	400	10	10	dd	3	third_side_move	receipt	update_transaction_ms	0.016084		
distinct	400	10	10	dd	3	third_side_move	receipt	arm	native-dd		
distinct	400	10	10	dd	3	third_side_move	receipt	maintenance	dd		
distinct	400	10	10	dd	3	third_side_move	receipt	run_kind	measured		
distinct	400	10	10	dd	3	third_side_move	receipt	repetition	3		
distinct	400	10	10	dd	3	third_side_move	receipt	profile	circuits		
distinct	400	10	10	dd	3	third_side_move	receipt	budget	constrained		
distinct	400	10	10	dd	3	third_side_move	receipt	stage	distinct		
distinct	400	10	10	dd	3	third_side_move	receipt	circuit	distinct		
distinct	400	10	10	dd	3	third_side_move	receipt	rows	400		
distinct	400	10	10	dd	3	third_side_move	receipt	batch_size	10		
distinct	400	10	10	dd	3	third_side_move	receipt	fanout	10		
distinct	400	10	10	dd	3	clear_roots	receipt	affected_rows	7		
distinct	400	10	10	dd	3	clear_roots	receipt	checksum	a8e6ac7290dab77aaa1d7894ee384260c028ba155d78c842d71ce34c2fab31f1		
distinct	400	10	10	dd	3	clear_roots	receipt	epoch	8		
distinct	400	10	10	dd	3	clear_roots	receipt	event	mutation		
distinct	400	10	10	dd	3	clear_roots	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	clear_roots	receipt	input_hash	737ef620a0a6cb51de68f0803bd2c16fcf063027b21acedec6421e33f723246a		
distinct	400	10	10	dd	3	clear_roots	receipt	output_bytes	1985		
distinct	400	10	10	dd	3	clear_roots	receipt	output_rows	276		
distinct	400	10	10	dd	3	clear_roots	receipt	query_compute_ms	0.003875		
distinct	400	10	10	dd	3	clear_roots	receipt	state	clear_roots		
distinct	400	10	10	dd	3	clear_roots	receipt	status	ok		
distinct	400	10	10	dd	3	clear_roots	receipt	update_plus_query_ms	0.019458		
distinct	400	10	10	dd	3	clear_roots	receipt	update_transaction_ms	0.015583		
distinct	400	10	10	dd	3	clear_roots	receipt	arm	native-dd		
distinct	400	10	10	dd	3	clear_roots	receipt	maintenance	dd		
distinct	400	10	10	dd	3	clear_roots	receipt	run_kind	measured		
distinct	400	10	10	dd	3	clear_roots	receipt	repetition	3		
distinct	400	10	10	dd	3	clear_roots	receipt	profile	circuits		
distinct	400	10	10	dd	3	clear_roots	receipt	budget	constrained		
distinct	400	10	10	dd	3	clear_roots	receipt	stage	distinct		
distinct	400	10	10	dd	3	clear_roots	receipt	circuit	distinct		
distinct	400	10	10	dd	3	clear_roots	receipt	rows	400		
distinct	400	10	10	dd	3	clear_roots	receipt	batch_size	10		
distinct	400	10	10	dd	3	clear_roots	receipt	fanout	10		
distinct	400	10	10	dd	3	clear_edges	receipt	affected_rows	400		
distinct	400	10	10	dd	3	clear_edges	receipt	checksum	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855		
distinct	400	10	10	dd	3	clear_edges	receipt	epoch	9		
distinct	400	10	10	dd	3	clear_edges	receipt	event	mutation		
distinct	400	10	10	dd	3	clear_edges	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	clear_edges	receipt	input_hash	077e9fb7a27f8622e35734a3004c9fb92f1d8a7600c3ba1e7143fe0e764633c3		
distinct	400	10	10	dd	3	clear_edges	receipt	output_bytes	0		
distinct	400	10	10	dd	3	clear_edges	receipt	output_rows	0		
distinct	400	10	10	dd	3	clear_edges	receipt	query_compute_ms	0.000041		
distinct	400	10	10	dd	3	clear_edges	receipt	state	clear_edges		
distinct	400	10	10	dd	3	clear_edges	receipt	status	ok		
distinct	400	10	10	dd	3	clear_edges	receipt	update_plus_query_ms	0.258083		
distinct	400	10	10	dd	3	clear_edges	receipt	update_transaction_ms	0.258042		
distinct	400	10	10	dd	3	clear_edges	receipt	arm	native-dd		
distinct	400	10	10	dd	3	clear_edges	receipt	maintenance	dd		
distinct	400	10	10	dd	3	clear_edges	receipt	run_kind	measured		
distinct	400	10	10	dd	3	clear_edges	receipt	repetition	3		
distinct	400	10	10	dd	3	clear_edges	receipt	profile	circuits		
distinct	400	10	10	dd	3	clear_edges	receipt	budget	constrained		
distinct	400	10	10	dd	3	clear_edges	receipt	stage	distinct		
distinct	400	10	10	dd	3	clear_edges	receipt	circuit	distinct		
distinct	400	10	10	dd	3	clear_edges	receipt	rows	400		
distinct	400	10	10	dd	3	clear_edges	receipt	batch_size	10		
distinct	400	10	10	dd	3	clear_edges	receipt	fanout	10		
distinct	400	10	10	dd	3	cycle_seed	receipt	affected_rows	6		
distinct	400	10	10	dd	3	cycle_seed	receipt	checksum	331e0e46f3d6d09610c67c519480dc76e875a412536f6b717cea43a42f03ae2d		
distinct	400	10	10	dd	3	cycle_seed	receipt	epoch	10		
distinct	400	10	10	dd	3	cycle_seed	receipt	event	mutation		
distinct	400	10	10	dd	3	cycle_seed	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	cycle_seed	receipt	input_hash	5771acbc50e389e2dbf36706a05a2aeafe6f79bb235ff56a84bbd4a58686ca79		
distinct	400	10	10	dd	3	cycle_seed	receipt	output_bytes	30		
distinct	400	10	10	dd	3	cycle_seed	receipt	output_rows	5		
distinct	400	10	10	dd	3	cycle_seed	receipt	query_compute_ms	0.00020800000000000001		
distinct	400	10	10	dd	3	cycle_seed	receipt	state	cycle_seed		
distinct	400	10	10	dd	3	cycle_seed	receipt	status	ok		
distinct	400	10	10	dd	3	cycle_seed	receipt	update_plus_query_ms	0.039166		
distinct	400	10	10	dd	3	cycle_seed	receipt	update_transaction_ms	0.038958		
distinct	400	10	10	dd	3	cycle_seed	receipt	arm	native-dd		
distinct	400	10	10	dd	3	cycle_seed	receipt	maintenance	dd		
distinct	400	10	10	dd	3	cycle_seed	receipt	run_kind	measured		
distinct	400	10	10	dd	3	cycle_seed	receipt	repetition	3		
distinct	400	10	10	dd	3	cycle_seed	receipt	profile	circuits		
distinct	400	10	10	dd	3	cycle_seed	receipt	budget	constrained		
distinct	400	10	10	dd	3	cycle_seed	receipt	stage	distinct		
distinct	400	10	10	dd	3	cycle_seed	receipt	circuit	distinct		
distinct	400	10	10	dd	3	cycle_seed	receipt	rows	400		
distinct	400	10	10	dd	3	cycle_seed	receipt	batch_size	10		
distinct	400	10	10	dd	3	cycle_seed	receipt	fanout	10		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	affected_rows	1		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	checksum	def4c7bee5202e44981abe21a2ef0b0bbf139db155c73ae21c08a132edc25c1c		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	epoch	11		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	event	mutation		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	input_hash	a8b718bfdf4b6544b12c8b19ec9749475b65d133a003a28e7e00d106c30b41c1		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	output_bytes	24		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	output_rows	4		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	query_compute_ms	0.000084		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	state	diamond_path_retract		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	status	ok		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	update_plus_query_ms	0.022334		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	update_transaction_ms	0.02225		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	arm	native-dd		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	maintenance	dd		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	run_kind	measured		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	repetition	3		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	profile	circuits		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	budget	constrained		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	stage	distinct		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	circuit	distinct		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	rows	400		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	batch_size	10		
distinct	400	10	10	dd	3	diamond_path_retract	receipt	fanout	10		
distinct	400	10	10	dd	3	root_retract	receipt	affected_rows	1		
distinct	400	10	10	dd	3	root_retract	receipt	checksum	def4c7bee5202e44981abe21a2ef0b0bbf139db155c73ae21c08a132edc25c1c		
distinct	400	10	10	dd	3	root_retract	receipt	epoch	12		
distinct	400	10	10	dd	3	root_retract	receipt	event	mutation		
distinct	400	10	10	dd	3	root_retract	receipt	exact_input_output_validated	true		
distinct	400	10	10	dd	3	root_retract	receipt	input_hash	fbb72863ee8dcba2bd769b8e79483e24bc81ec10130d66953e8206ccfbf0c562		
distinct	400	10	10	dd	3	root_retract	receipt	output_bytes	24		
distinct	400	10	10	dd	3	root_retract	receipt	output_rows	4		
distinct	400	10	10	dd	3	root_retract	receipt	query_compute_ms	0.000083		
distinct	400	10	10	dd	3	root_retract	receipt	state	root_retract		
distinct	400	10	10	dd	3	root_retract	receipt	status	ok		
distinct	400	10	10	dd	3	root_retract	receipt	update_plus_query_ms	0.017416		
distinct	400	10	10	dd	3	root_retract	receipt	update_transaction_ms	0.017333		
distinct	400	10	10	dd	3	root_retract	receipt	arm	native-dd		
distinct	400	10	10	dd	3	root_retract	receipt	maintenance	dd		
distinct	400	10	10	dd	3	root_retract	receipt	run_kind	measured		
distinct	400	10	10	dd	3	root_retract	receipt	repetition	3		
distinct	400	10	10	dd	3	root_retract	receipt	profile	circuits		
